EURUSD,202006010243,1.113970,1.114110,1.113960,1.114050,0
EURUSD,202006010244,1.114050,1.114080,1.113970,1.114030,0
EURUSD,202006010245,1.114020,1.114030,1.113870,1.113890,0
EURUSD,202006010246,1.113900,1.114260,1.113890,1.114260,0
EURUSD,202006010247,1.114260,1.114260,1.113930,1.113990,0
EURUSD,202006010248,1.113990,1.114020,1.113960,1.113980,0
EURUSD,202006010249,1.113980,1.114000,1.113940,1.113950,0
EURUSD,202006010250,1.113950,1.113950,1.113790,1.113850,0
EURUSD,202006010251,1.113860,1.113890,1.113780,1.113790,0
EURUSD,202006010252,1.113790,1.113790,1.113620,1.113680,0
EURUSD,202006010253,1.113720,1.113840,1.113720,1.113730,0
EURUSD,202006010254,1.113730,1.113730,1.113520,1.113570,0
EURUSD,202006010255,1.113580,1.113820,1.113570,1.113820,0
EURUSD,202006010256,1.113820,1.113990,1.113770,1.113990,0
EURUSD,202006010257,1.113990,1.114060,1.113960,1.113990,0
EURUSD,202006010258,1.114000,1.114000,1.113650,1.113730,0
EURUSD,202006010259,1.113740,1.113820,1.113640,1.113690,0
EURUSD,202006010300,1.113690,1.113760,1.113470,1.113590,0
EURUSD,202006010301,1.113580,1.113670,1.113520,1.113660,0
EURUSD,202006010302,1.113670,1.113750,1.113560,1.113650,0
EURUSD,202006010303,1.113660,1.113950,1.113660,1.113900,0
EURUSD,202006010304,1.113910,1.114080,1.113910,1.114070,0
EURUSD,202006010305,1.114060,1.114160,1.114010,1.114060,0
EURUSD,202006010306,1.114070,1.114310,1.114000,1.114310,0
EURUSD,202006010307,1.114310,1.114360,1.114170,1.114300,0
EURUSD,202006010308,1.114330,1.114410,1.114240,1.114340,0
EURUSD,202006010309,1.114370,1.114390,1.114220,1.114270,0
EURUSD,202006010310,1.114270,1.114340,1.114080,1.114110,0
EURUSD,202006010311,1.114110,1.114120,1.113830,1.113850,0
EURUSD,202006010312,1.113870,1.114180,1.113850,1.114180,0
EURUSD,202006010313,1.114160,1.114260,1.114140,1.114180,0
EURUSD,202006010314,1.114180,1.114210,1.113750,1.113770,0
EURUSD,202006010315,1.113780,1.113870,1.113590,1.113620,0
EURUSD,202006010316,1.113630,1.113640,1.113430,1.113550,0
EURUSD,202006010317,1.113550,1.113630,1.113330,1.113330,0
EURUSD,202006010318,1.113340,1.113470,1.113200,1.113200,0
EURUSD,202006010319,1.113190,1.113440,1.113170,1.113440,0
EURUSD,202006010320,1.113420,1.113550,1.113340,1.113400,0
EURUSD,202006010321,1.113410,1.113540,1.113330,1.113480,0
EURUSD,202006010322,1.113490,1.113690,1.113440,1.113590,0
EURUSD,202006010323,1.113580,1.113590,1.113430,1.113430,0
EURUSD,202006010324,1.113430,1.113760,1.113390,1.113600,0
EURUSD,202006010325,1.113600,1.113870,1.113600,1.113780,0
EURUSD,202006010326,1.113790,1.113890,1.113660,1.113830,0
EURUSD,202006010327,1.113830,1.113910,1.113800,1.113840,0
EURUSD,202006010328,1.113840,1.113840,1.113450,1.113490,0
EURUSD,202006010329,1.113470,1.113470,1.113290,1.113340,0
EURUSD,202006010330,1.113330,1.113500,1.113320,1.113420,0
EURUSD,202006010331,1.113410,1.113470,1.113400,1.113430,0
EURUSD,202006010332,1.113450,1.113530,1.113280,1.113440,0
EURUSD,202006010333,1.113450,1.113530,1.113290,1.113470,0
EURUSD,202006010334,1.113480,1.113550,1.113380,1.113530,0
EURUSD,202006010335,1.113520,1.113670,1.113490,1.113640,0
EURUSD,202006010336,1.113630,1.113860,1.113600,1.113710,0
EURUSD,202006010337,1.113730,1.113740,1.113570,1.113690,0
EURUSD,202006010338,1.113720,1.113740,1.113470,1.113510,0
EURUSD,202006010339,1.113510,1.113610,1.113500,1.113590,0
EURUSD,202006010340,1.113580,1.113630,1.113410,1.113440,0
EURUSD,202006010341,1.113440,1.113830,1.113440,1.113830,0
EURUSD,202006010342,1.113860,1.114070,1.113840,1.114030,0
EURUSD,202006010343,1.114020,1.114170,1.113930,1.114090,0
EURUSD,202006010344,1.114110,1.114260,1.114020,1.114230,0
EURUSD,202006010345,1.114220,1.114680,1.114180,1.114500,0
EURUSD,202006010346,1.114500,1.114730,1.114430,1.114700,0
EURUSD,202006010347,1.114690,1.115400,1.114630,1.115080,0
EURUSD,202006010348,1.115090,1.115220,1.114910,1.115110,0
EURUSD,202006010349,1.115120,1.115190,1.114980,1.115010,0
